Date,Close,Crypto,Equity,Cash,SPY,AGG
2015-02-24,-0.0002169244748867094,0.0,0.0,1.0,0.0028407016549663044,0.004424159819919726
2015-02-25,0.00021697201684700796,0.0,0.0,1.0,-0.0008500661471856352,0.0007195180831083281
2015-02-26,-0.0002169244748867094,0.0,0.0,1.0,-0.0011810231134015137,-0.0035929558405639606
2015-02-27,0.00021697201684700796,0.0,0.0,1.0,-0.0034063969552935447,0.0025241755743996563
2015-03-02,-0.0002169244748867094,0.0,0.0,1.0,0.0063136525684936995,-0.0050804632662349025
2015-03-03,0.00021697201684700796,0.0,0.0,1.0,-0.004104005573061897,-0.001267820649460183
2015-03-04,-0.00099,0.0,0.0,1.0,-0.004215785005699413,0.0005444969653625176
2015-03-05,0.0,0.0,0.0,1.0,0.0010939697394052317,0.0004529069134759922
2015-03-06,-0.0002169244748867094,0.0,0.0,1.0,-0.01406415028001351,-0.00652126804120523
2015-03-09,0.00021697201684700796,0.0,0.0,1.0,0.004144149631950311,0.002552789797516608
2015-03-10,0.0,0.0,0.0,1.0,-0.01622122950260818,0.002364371509962826
2015-03-11,-0.00099,0.0,0.0,1.0,-0.002342404341110993,0.0019955348441591525
2015-03-12,-7.230815829556981e-05,0.0,0.0,1.0,0.012714397502080255,0.0008147931979940459
2015-03-13,7.232400561566933e-05,0.0,0.0,1.0,-0.0061325005894153906,-0.0018998234741895992
2015-03-16,0.0,0.0,0.0,1.0,0.013360461859305506,0.0021755203519535637
2015-03-17,0.0,0.0,0.0,1.0,-0.002972278667180306,-0.00018149231211661565
2015-03-18,-0.001485,0.0,0.0,1.0,0.012021309472168173,0.007326509106485801
2015-03-19,0.0,0.0,0.0,1.0,-0.004561601582307784,-0.003501735819864904
2015-03-20,0.0,0.0,0.0,1.0,0.008827285359976011,0.003063250501965875
2015-03-23,-0.00014461631659113962,0.0,0.0,1.0,-0.0019488136943175416,0.00018010010889635275
2015-03-24,0.00014464801123133866,0.0,0.0,1.0,-0.005618955061462039,0.002694789930332897
2015-03-25,-0.0017019244748867094,0.0,0.0,1.0,-0.014653518609241245,-0.001881552014928567
2015-03-26,0.0,0.0,0.0,1.0,-0.0023815481988929132,-0.0035896257078288363
2015-03-27,0.0,0.0,0.0,1.0,0.002289649509904068,0.0014413957108274644
2015-03-30,-0.00021625862834645515,0.0,0.0,1.0,0.012199646201255243,0.0004492877500563708
2015-03-31,0.00043332530209793773,0.0,0.0,1.0,-0.008739596850542375,0.0017079960926078552
2015-04-01,-0.000783757145058125,0.0,0.0,1.0,-0.0035361150878656655,0.003246120855405099
2015-04-02,0.00014420391924280907,0.0,0.0,1.0,0.0035974427578022716,-0.0013442179887386274
2015-04-06,0.0,0.0,0.0,1.0,0.0067333443515009694,0.0006278866360687196
2015-04-07,0.00014464801123133866,0.0,0.0,1.0,-0.0026463563107870236,0.00017956142746422543
2015-04-08,0.0,0.0,0.0,1.0,0.0033769220796402433,8.962571265413999e-05
2015-04-09,-0.002691924474886709,0.0,0.0,1.0,0.004423583011395005,-0.0025109615014294873
2015-04-10,0.0,0.0,0.0,1.0,0.005457204175988828,0.0
2015-04-13,-0.00021625862834645515,0.0,0.0,1.0,-0.00452289994835986,0.0010793258561700991
2015-04-14,0.0002163058788642136,0.0,0.0,1.0,0.0019126019598183497,0.0010773277487827748
2015-04-15,-0.00021625862834645515,0.0,0.0,1.0,0.004487229835639095,0.0013453956803417544
2015-04-16,0.0002163058788642136,0.0,0.0,1.0,-0.0002848760706279929,-0.000537453706932256
2015-04-17,-0.00021625862834645515,0.0,0.0,1.0,-0.011503971744239228,0.0008063827312314586
2015-04-20,0.0,0.0,0.0,1.0,0.009137336142559516,-0.0007163201247305517
2015-04-21,0.0002163058788642136,0.0,0.0,1.0,-0.0011915168128783238,-0.0010750190844108776
2015-04-22,-0.00021625862834645515,0.0,0.0,1.0,0.0049140548005939255,-0.0029611976399344098
2015-04-23,-0.00099,0.0,0.0,1.0,0.002516250950680865,0.001529683572434104
2015-04-24,0.0,0.0,0.0,1.0,0.0023205586923351618,0.0017072151919517164
2015-04-27,0.0002163058788642136,0.0,0.0,1.0,-0.004157853523502175,0.0003587524342427706
2015-04-28,0.0,0.0,0.0,1.0,0.0031789723948016935,-0.003855437033616682
2015-04-29,0.0,0.0,0.0,1.0,-0.004114614411491635,-0.00224965543787381
2015-04-30,-0.001485,0.0,0.0,1.0,-0.01002048036071912,0.0
2015-05-01,-0.00014417241889763677,0.0,0.0,1.0,0.010841443113507987,-0.002837875962215408
2015-05-04,0.00014420391924280907,0.0,0.0,1.0,0.0028474510525253738,-0.0019028436359818102
2015-05-05,0.0,0.0,0.0,1.0,-0.011451907379548043,-0.0009084094552443966
2015-05-06,0.0,0.0,0.0,1.0,-0.004117226449825595,-0.003362775375765681
2015-05-07,-0.0005670862094488184,0.0,0.0,1.0,0.003989997320427374,0.002462476393553459
2015-05-08,7.210195962140454e-05,0.0,0.0,1.0,0.01316625057864007,0.0032747991501835827
2015-05-11,-7.208620944881838e-05,0.0,0.0,1.0,-0.004772924826975777,-0.006346932171274133
2015-05-12,7.210195962140454e-05,0.0,0.0,1.0,-0.002991516155293361,-9.094061277048482e-05
2015-05-13,0.0,0.0,0.0,1.0,0.0001907903139322098,-9.160725205892284e-05
2015-05-14,-0.002196258628346455,0.0,0.0,1.0,0.010427618931662774,0.0015517282247297093
2015-05-15,0.0,0.0,0.0,1.0,0.0010836140117791437,0.004191824674026234
2015-05-18,0.0,0.0,0.0,1.0,0.0031070963009027786,-0.0038114555590959
2015-05-19,0.0,0.0,0.0,1.0,-0.0003287362762933732,-0.003461309499500964
2015-05-20,0.0,0.0,0.0,1.0,-0.0007039284633022502,0.0015536680584236073
2015-05-21,-0.0017636941211357864,0.0,0.0,1.0,0.002912396067252798,0.003103362388222397
2015-05-22,0.0,0.0,0.0,1.0,-0.002388774999957044,-0.001091766832811869
2015-05-26,0.0,0.0,0.0,1.0,-0.01075167228379248,0.002459277544274663
2015-05-27,0.0,0.0,0.0,1.0,0.009491939886702383,0.0009991647095399792
2015-05-28,-0.00021625862834645515,0.0,0.0,1.0,-0.0011283780083576334,-0.00036296995488138695
2015-05-29,-0.00099,0.0,0.0,1.0,-0.0062127444058923675,0.0003631017499070577
2015-06-01,0.0,0.0,0.0,1.0,0.0020366864190122236,-0.002764278143502219
2015-06-02,0.0002163058788642136,0.0,0.0,1.0,-0.0009925604783017627,-0.003921467093794484
2015-06-03,0.0,0.0,0.0,1.0,0.002649631264711516,-0.00393634047381497
2015-06-04,-0.00021625862834645515,0.0,0.0,1.0,-0.008446892240277948,0.0021133763238503356
2015-06-05,-0.00099,0.0,0.0,1.0,-0.0017133550909439466,-0.00440210503214844
2015-06-08,-7.220389453136078e-05,0.0,0.0,1.0,-0.006149352792904628,0.0014740143606943867
2015-06-09,0.0,0.0,0.0,1.0,-0.00014385826819451886,-0.0028515219503978395
2015-06-10,7.221969617778879e-05,0.0,0.0,1.0,0.011992993842332211,-0.002490710369653093
2015-06-11,7.210195962140454e-05,0.0,0.0,1.0,0.0032234774199624283,0.005363746288521654
2015-06-12,-0.0010620862094488184,0.0,0.0,1.0,-0.0076547145016764295,-0.001195814790176497
2015-06-15,7.210195962140454e-05,0.0,0.0,1.0,-0.004285267574829055,0.001197246475219016
2015-06-16,-0.00014427433154057812,0.0,0.0,1.0,0.0054513720055240356,0.0016557071602214535
2015-06-17,0.00014433743513746268,0.0,0.0,1.0,0.0016171046837756275,9.144854975162708e-05
2015-06-18,-0.00014427433154057812,0.0,0.0,1.0,0.010399657572250698,-0.000275359656079055
2015-06-19,-0.00198,0.0,0.0,1.0,-0.004439139741563847,0.0031230511639157577
2015-06-22,0.00021665908853336636,0.0,0.0,1.0,0.005122842134805072,-0.0049452294642988726
2015-06-23,-0.00021661168359408234,0.0,0.0,1.0,0.000707649759374096,-0.002299931691195689
2015-06-24,0.0,0.0,0.0,1.0,-0.007262356625556299,0.0015677220238994316
2015-06-25,0.00021665908853336636,0.0,0.0,1.0,-0.003040682164551556,-0.0011048672799850445
2015-06-26,-0.002196611683594082,0.0,0.0,1.0,-0.0001904102309704392,-0.0023962582446950265
2015-06-29,0.00021665908853336636,0.0,0.0,1.0,-0.020970255720311415,0.005914010234156164
2015-06-30,0.0,0.0,0.0,1.0,0.0020932179117603145,-0.0006428322269317333
2015-07-01,0.0,0.0,0.0,1.0,0.008015473507710258,-0.0025242808239483994
2015-07-02,0.0,0.0,0.0,1.0,-0.0009158128683760536,0.0013848380193639542
2015-07-06,-0.00099,0.0,0.0,1.0,-0.0028458489253021524,0.0035966220212411137
2015-07-07,-7.220389453136078e-05,0.0,0.0,1.0,0.00628864393509776,0.0013784385494886031
2015-07-08,0.0,0.0,0.0,1.0,-0.016777243099781347,0.002385866356062527
2015-07-09,0.0,0.0,0.0,1.0,0.0018091346035415956,-0.0036613498556155033
2015-07-10,0.0,0.0,0.0,1.0,0.01259109296591876,-0.0042269025353303125
2015-07-13,0.0053458660121084006,0.0,0.66,0.33999999999999997,0.011037360950798991,-0.0014757635743204434
2015-07-14,0.0010462322742158794,0.33,0.66,0.009999999999999898,0.004338238493468927,0.0016631265184769983
2015-07-15,0.01431960063259021,0.33,0.66,0.009999999999999898,-0.00033228918568961596,0.0026745223123578743
2015-07-16,0.006207511063782659,0.33,0.66,0.009999999999999898,0.008024569317112373,0.0008283932005637151
2015-07-17,0.0033943058576871472,0.0,0.66,0.33999999999999997,0.0008473848311150167,9.286935150965014e-05
2015-07-20,0.009219341968325943,0.0,0.99,0.010000000000000009,0.0005179662731704671,-0.0017469896231911974
2015-07-21,-0.008512275773437631,0.0,0.99,0.010000000000000009,-0.003951215646041173,0.001657023698804272
2015-07-22,-0.021157770272226234,0.0,0.99,0.010000000000000009,-0.0017947772748558855,0.00045962778643438007
2015-07-23,-0.014939651268094439,0.0,0.99,0.010000000000000009,-0.005629785570348433,0.002848666088072216
2015-07-24,-0.020238246704909993,0.0,0.99,0.010000000000000009,-0.010372196333396477,-0.00018352685178457673
2015-07-27,0.0006710479841133309,0.33,0.66,0.009999999999999898,-0.005817011412421524,0.0012837947561712415
2015-07-28,0.002481925579976037,0.33,0.66,0.009999999999999898,0.012282776094543202,-0.001007395869930594
2015-07-29,-0.005499171544464549,0.33,0.66,0.009999999999999898,0.006879187051623159,-0.0008241492084424262
2015-07-30,0.010003094525079744,0.33,0.66,0.009999999999999898,0.00023739652659693355,9.178364138739958e-05
2015-07-31,0.0029681431156983423,0.33,0.66,0.009999999999999898,-0.0015179034679202452,0.0039418162061479745
2015-08-03,0.006092824475901239,0.33,0.33,0.3399999999999999,-0.0033731687007546585,0.0010341600988592603
2015-08-04,-0.0034506985232565833,0.33,0.33,0.3399999999999999,-0.0019541615208733543,-0.002925344840020605
2015-08-05,-0.011399058751262209,0.33,0.33,0.3399999999999999,0.0032952224070241787,-0.0018330824125257772
2015-08-06,0.004579070822866453,0.33,0.33,0.3399999999999999,-0.008187275775815128,0.0011943410575419033
2015-08-07,0.013928383109094174,0.33,0.33,0.3399999999999999,-0.001920529673672955,0.0017422349523443792
2015-08-10,0.04772080256458976,0.0,0.99,0.010000000000000009,0.012599373678741088,-0.0012812032914182314
2015-08-11,-0.045589242397226455,0.0,0.99,0.010000000000000009,-0.009023222548520282,0.003299849720698411
2015-08-12,0.0034833463196406074,0.0,0.99,0.010000000000000009,0.0011982285777822899,-0.0006393138000664322
2015-08-13,-0.00990596819187661,0.0,0.99,0.010000000000000009,-0.0012442399293020046,-0.002103392020660011
2015-08-14,0.005119953336321728,0.0,0.99,0.010000000000000009,0.0036421860184918664,-0.00045861898030896686
2015-08-17,0.009646714368591523,0.0,0.99,0.010000000000000009,0.00558666960712606,0.0017426874532797676
2015-08-18,-0.012678258591336814,0.0,0.99,0.010000000000000009,-0.0028967024816879405,-0.0018300616081978749
2015-08-19,0.011402655143102635,0.0,0.99,0.010000000000000009,-0.00790572455203098,0.0031169214305613036
2015-08-20,-0.0022718659532854346,0.0,0.99,0.010000000000000009,-0.02088089712935637,0.001553571378395402
2015-08-21,0.0,0.0,0.0,1.0,-0.03010235935210004,0.0017347348245069227
2015-08-24,-0.000495,0.0,0.0,1.0,-0.042106904673475,-0.0003650170974568434
2015-08-25,0.0,0.0,0.0,1.0,-0.011767762399860549,-0.002369088217624382
2015-08-26,0.00014443939235557758,0.0,0.0,1.0,0.03839339770964134,-0.004659281225857237
2015-08-27,-0.00014440778906272156,0.0,0.0,1.0,0.024735250353176363,0.0013766865774280657
2015-08-28,0.00014443939235557758,0.0,0.0,1.0,5.047587482209792e-05,-0.0009168423431267225
2015-08-31,-0.000495,0.0,0.0,1.0,-0.00807921326098271,-0.0007338085509847048
2015-09-01,0.0,0.0,0.0,1.0,-0.0298476449880819,0.002962225417000308
2015-09-02,-7.220389453136078e-05,0.0,0.0,1.0,0.018981071854038856,-0.0012843608501524884
2015-09-03,7.221969617778879e-05,0.0,0.0,1.0,0.0007162303954466598,0.0014697152167320038
2015-09-04,-7.220389453136078e-05,0.0,0.0,1.0,-0.015136772854963398,0.0021093865026646785
2015-09-08,-0.00198,0.0,0.0,1.0,0.025131341448144884,-0.0023791424549797213
2015-09-09,0.0,0.0,0.0,1.0,-0.01337205867273561,0.000366591747370526
2015-09-10,-0.0002168630029696328,0.0,0.0,1.0,0.005441541268652816,-0.001100403703282793
2015-09-11,0.00021691051798608418,0.0,0.0,1.0,0.004544329700883365,0.0011935189499061583
2015-09-14,0.0,0.0,0.0,1.0,-0.003709947845095929,0.00027509911397261
2015-09-15,-0.0002168630029696328,0.0,0.0,1.0,0.012499527358536877,-0.00449176855923239
2015-09-16,0.0,0.0,0.0,1.0,0.008666046097496771,-0.0008288872722725937
2015-09-17,0.0,0.0,0.0,1.0,-0.0022476838542562216,0.006266810247299581
2015-09-18,0.0,0.0,0.0,1.0,-0.01634128354135389,0.000824033881381192
2015-09-21,0.00021691051798608418,0.0,0.0,1.0,0.005167195167819605,-0.0026533771982111265
2015-09-22,-0.0024749999999999998,0.0,0.0,1.0,-0.012979514747658683,0.002385535842990283
2015-09-23,-0.00014457533531308852,0.0,0.0,1.0,-0.0015990320021802562,-0.0008233940119589667
2015-09-24,0.0,0.0,0.0,1.0,-0.003615544138267146,0.0012818698137737616
2015-09-25,0.0,0.0,0.0,1.0,-0.00025927096093691926,-0.0017377205772630688
2015-09-28,0.0001446070119907228,0.0,0.0,1.0,-0.025097232991359686,0.0023826301826752605
2015-09-29,-0.000495,0.0,0.0,1.0,0.0005850578711774634,0.0015541957394673567
2015-09-30,-0.0002168630029696328,0.0,0.0,1.0,0.01865838958057142,0.0003649114788604191
2015-10-01,0.00021691051798608418,0.0,0.0,1.0,0.0026092290686674513,0.0007775219632224495
2015-10-02,0.0,0.0,0.0,1.0,0.014937769454914207,0.0030150792191434572
2015-10-05,-0.0002168630029696328,0.0,0.0,1.0,0.017794731083267346,-0.0037351385356356737
2015-10-06,-0.00198,0.0,0.0,1.0,-0.0034259924507750172,0.0024686035710070886
2015-10-07,0.0,0.0,0.0,1.0,0.008190527502437206,-0.0007298678958655991
2015-10-08,0.0,0.0,0.0,1.0,0.009026582231447478,-0.0013685819890251194
2015-10-09,0.0,0.0,0.0,1.0,0.000596406847306552,-0.0008222558877112318
2015-10-12,0.0,0.0,0.0,1.0,0.0009437780509680138,0.0025607532404778865
2015-10-13,-0.00099,0.0,0.0,1.0,-0.006302202193145479,9.088266247458954e-05
2015-10-14,0.0,0.0,0.0,1.0,-0.004793946977651453,0.0037407479894504547
2015-10-15,0.0,0.0,0.0,1.0,0.01535453017871391,-0.0013636944663929507
2015-10-16,0.0,0.0,0.0,1.0,0.004546482554121711,-0.0010009685503966637
2015-10-19,0.0,0.0,0.0,1.0,0.0004917306784641973,0.0010019714923490408
2015-10-20,0.0064139918325355795,0.33,0.0,0.6699999999999999,-0.0012781928635332562,-0.0020014726573309716
2015-10-21,-0.0037632562309929955,0.33,0.0,0.6699999999999999,-0.00620315479481115,0.0023705266536027114
2015-10-22,0.009606088157739856,0.33,0.0,0.6699999999999999,0.01689322227911272,0.00018208838947408879
2015-10-23,0.04332932898778636,0.33,0.66,0.009999999999999898,0.01096198447485719,-0.0017283642991253734
2015-10-26,-0.008256854056257491,0.33,0.66,0.009999999999999898,-0.002457686881082166,0.0004561586014633079
2015-10-27,0.005124037466080844,0.33,0.66,0.009999999999999898,-0.00193244470880638,0.0014565321502351125
2015-10-28,0.03692712534791143,0.33,0.66,0.009999999999999898,0.011374512063828446,-0.0030006275634285595
2015-10-29,-0.02019251031353344,0.33,0.66,0.009999999999999898,-0.0005744014587311108,-0.004287555280722999
2015-10-30,0.01878592114699533,0.33,0.66,0.009999999999999898,-0.004309573789874288,0.002656747295683992
2015-11-02,0.05295401461605802,0.33,0.66,0.009999999999999898,0.011831114881022398,-0.0019684901692524903
2015-11-03,0.04565671655915662,0.33,0.66,0.009999999999999898,0.002899305811809416,-0.0018347392878079738
2015-11-04,0.00728830844119744,0.33,0.66,0.009999999999999898,-0.003033365993113213,0.0
2015-11-05,-0.02500409044528439,0.33,0.66,0.009999999999999898,-0.0009981411541833962,-0.0004591534988058754
2015-11-06,-0.006336523410516683,0.33,0.66,0.009999999999999898,-0.0005237656163988857,-0.00478104238168231
2015-11-09,-0.014602580533450711,0.33,0.66,0.009999999999999898,-0.009331389344322205,-0.0006459173861876888
2015-11-10,-0.03350559997710234,0.33,0.66,0.009999999999999898,0.002306950533963903,0.0018487022737163628
2015-11-11,-0.030438560083329826,0.33,0.66,0.009999999999999898,-0.0039316757595684315,-0.0012919761850046507
2015-11-12,-0.0004158726050436934,0.33,0.66,0.009999999999999898,-0.013959902836397808,0.000923697851891836
